city,lat,lng,country,iso2,admin_name,Regions,population,population_proper,cases,"(Upper tier) total cumulative confirmed covid cases per 100,000 population","(Lower tier) total cumulative confirmed covid cases per 100,000 population"
Fairford,51.708,-1.785,United Kingdom,GB,Gloucestershire,,3236,3236,,7111.20,
Thurston,52.2499,0.8259,United Kingdom,GB,Suffolk,,3232,3232,,6266.70,
Rossett,53.109,-2.945,United Kingdom,GB,Wrexham,,3231,3231,,11698.20,11773.9
Mid Calder,55.8918,-3.481,United Kingdom,GB,"Edinburgh, City of",,3230,3230,,,
Pontesbury,52.649,-2.888,United Kingdom,GB,Shropshire,,3227,3227,,7681.30,7731.1
Hendy,51.713,-4.057,United Kingdom,GB,Carmarthenshire,,3226,3226,,7994.30,8090.6
Cambusbarron,56.109,-3.968,United Kingdom,GB,Stirling,,3224,3224,,7426.70,7538.3
Law,55.7501,-3.8826,United Kingdom,GB,South Lanarkshire,,3223,3220,,11244.60,11364
Endon,53.0788,-2.1112,United Kingdom,GB,Staffordshire,,3221,3221,,10600.20,
Chestfield,51.355,1.064,United Kingdom,GB,Kent,,3214,3214,,10120.00,
Rotherfield,51.046,0.2192,United Kingdom,GB,East Sussex,,3208,3208,,8286.60,
Goudhurst,51.1112,0.4636,United Kingdom,GB,Kent,,3204,3204,,10120.00,
Swalwell,54.954,-1.684,United Kingdom,GB,Gateshead,,3200,3200,,12634.80,12696.7
Malvern Wells,52.0785,-2.3324,United Kingdom,GB,Worcestershire,,3196,3196,,8916.50,
Alyth,56.6231,-3.232,United Kingdom,GB,Perth and Kinross,,3193,2400,,6537.40,6606.5
Treeton,53.3845,-1.3513,United Kingdom,GB,Rotherham,,3189,3189,,12681.10,12746.4
Long Lawford,52.3841,-1.302,United Kingdom,GB,Warwickshire,,3180,3180,,9523.70,
Knighton,52.344,-3.049,United Kingdom,GB,Shropshire,,3172,3172,,7681.30,7731.1
Holme upon Spalding Moor,53.8365,-0.7782,United Kingdom,GB,East Riding of Yorkshire,,3172,3172,,9728.70,9788.4
Bream,51.7498,-2.574,United Kingdom,GB,Gloucestershire,,3171,3171,,7111.20,
Alderholt,50.9133,-1.8317,United Kingdom,GB,Dorset,,3171,3171,,6074.10,6113.1
Harrington,54.612,-3.565,United Kingdom,GB,Cumbria,,3167,3167,,9575.00,
Kingsclere,51.326,-1.2442,United Kingdom,GB,Hampshire,,3164,3164,,7789.10,
Maerdy,51.6727,-3.4833,United Kingdom,GB,Rhondda Cynon Taff,,3160,3160,,,
Bedale,54.288,-1.591,United Kingdom,GB,North Yorkshire,,3156,3156,,8686.00,
Catterick,54.377,-1.63,United Kingdom,GB,North Yorkshire,,3155,3155,,8686.00,
Silkstone,53.5489,-1.5634,United Kingdom,GB,Barnsley,,3153,3153,,13373.20,13436.9
Pevensey,50.8203,0.3383,United Kingdom,GB,East Sussex,,3153,3153,,8286.60,
Stalham,52.77,1.511,United Kingdom,GB,Norfolk,,3149,3149,,7226.30,
Berkswell,52.409,-1.642,United Kingdom,GB,Solihull,,3139,3139,,11884.40,11937.7
Chipstead,51.315,-0.163,United Kingdom,GB,Surrey,,3136,3136,,9069.00,
Markyate,51.836,-0.455,United Kingdom,GB,Hertfordshire,,3135,3135,,10114.00,
Little Plumstead,52.649,1.4128,United Kingdom,GB,Norfolk,,3135,3135,,7226.30,
Maulden,52.03,-0.47,United Kingdom,GB,Central Bedfordshire,,3132,3132,,9142.60,9178.3
Hunmanby,54.1818,-0.3175,United Kingdom,GB,North Yorkshire,,3132,3132,,8686.00,
Weston Turville,51.7916,-0.7577,United Kingdom,GB,Buckinghamshire,,3127,3127,,9111.80,
Ogmore Vale,51.603,-3.5467,United Kingdom,GB,Bridgend,,3117,3117,,11201.10,11263.5
Eaglesham,55.7394,-4.2733,United Kingdom,GB,East Renfrewshire,,3114,3114,,11211.70,11380.4
Eastergate,50.8417,-0.6579,United Kingdom,GB,West Sussex,,3107,3107,,8134.30,
Willaston,53.082,-2.479,United Kingdom,GB,Cheshire East,,3104,3104,,9307.20,9359.7
Llangendeirne,51.7985,-4.2071,United Kingdom,GB,Carmarthenshire,,3102,3102,,7994.30,8090.6
Eriswell,52.367,0.533,United Kingdom,GB,Suffolk,,3101,3101,,6266.70,
Woodstock,51.845,-1.354,United Kingdom,GB,Oxfordshire,,3100,3100,,8227.10,
Beaminster,50.809,-2.7391,United Kingdom,GB,Dorset,,3100,3100,,6074.10,6113.1
Laurencekirk,56.83,-2.46,United Kingdom,GB,Aberdeenshire,,3100,3040,,4989.60,5108.5
Leslie,56.202,-3.2115,United Kingdom,GB,Fife,,3092,3060,,7498.70,7629.7
Langford,52.0529,-0.2741,United Kingdom,GB,Central Bedfordshire,,3091,3091,,9142.60,9178.3
Draycott,52.8944,-1.3415,United Kingdom,GB,Derbyshire,,3090,3090,,9964.20,
Chailey,50.96,-0.01,United Kingdom,GB,East Sussex,,3088,3088,,8286.60,
Iwade,51.376,0.728,United Kingdom,GB,Kent,,3087,3087,,10120.00,
Kenton,50.64,-3.47,United Kingdom,GB,Devon,,3087,3087,,6363.60,
Wrecclesham,51.199,-0.818,United Kingdom,GB,Surrey,,3079,3079,,9069.00,
Tutbury,52.854,-1.686,United Kingdom,GB,Staffordshire,,3076,3076,,10600.20,
Downton,50.993,-1.743,United Kingdom,GB,Wiltshire,,3073,3073,,6775.20,6811.4
West Calder,55.852,-3.5685,United Kingdom,GB,West Lothian,,3070,3070,,9027.90,9148.1
Scotter,53.499,-0.6663,United Kingdom,GB,Lincolnshire,,3068,3068,,8837.00,
Perranporth,50.3437,-5.1546,United Kingdom,GB,Cornwall,,3066,3066,,,
Porthleven,50.084,-5.315,United Kingdom,GB,Cornwall,,3059,3059,,,
Drybrook,51.8542,-2.5496,United Kingdom,GB,Gloucestershire,,3052,3052,,7111.20,
Felsted,51.856,0.436,United Kingdom,GB,Essex,,3051,3051,,10744.20,
Northop,53.204,-3.13,United Kingdom,GB,Flintshire,,3049,3049,,9211.50,9259.3
Norton Fitzwarren,51.0232,-3.1491,United Kingdom,GB,Somerset,,3046,3046,,6789.60,
Spilsby,53.1727,0.0931,United Kingdom,GB,Lincolnshire,,3045,3045,,8837.00,
Tardebigge,52.322,-2.007,United Kingdom,GB,Worcestershire,,3044,3044,,8916.50,
Kirkby Moorside,54.269,-0.93,United Kingdom,GB,North Yorkshire,,3040,3040,,8686.00,
Cleobury Mortimer,52.3785,-2.4821,United Kingdom,GB,Shropshire,,3036,3036,,7681.30,7731.1
Kincardine,56.069,-3.719,United Kingdom,GB,Fife,,3035,2750,,7498.70,7629.7
South Hetton,54.8,-1.41,United Kingdom,GB,Durham,,3032,3032,,,
Gwithian,50.2214,-5.3865,United Kingdom,GB,Cornwall,,3032,3032,,,
Llangynwyd,51.5869,-3.6379,United Kingdom,GB,Bridgend,,3032,3032,,11201.10,11263.5
Petworth,50.986,-0.609,United Kingdom,GB,West Sussex,,3027,3027,,8134.30,
High Bentham,54.118,-2.51,United Kingdom,GB,North Yorkshire,,3027,3027,,8686.00,
Painswick,51.786,-2.194,United Kingdom,GB,Gloucestershire,,3026,3026,,7111.20,
Barrow upon Humber,53.675,-0.3818,United Kingdom,GB,North Lincolnshire,,3022,3022,,9281.70,9335.6
Eastchurch,51.4,0.8667,United Kingdom,GB,Kent,,3022,3022,,10120.00,
Ystalyfera,51.764,-3.786,United Kingdom,GB,Neath Port Talbot,,3019,3019,,10978.90,11079.3
Margam,51.5744,-3.7528,United Kingdom,GB,Neath Port Talbot,,3017,3017,,10978.90,11079.3
Rendlesham,52.1301,1.4127,United Kingdom,GB,Suffolk,,3013,3013,,6266.70,
Newbold Verdon,52.6296,-1.3421,United Kingdom,GB,Leicestershire,,3012,3012,,10530.00,
Saughall,53.2234,-2.9593,United Kingdom,GB,Cheshire West and Chester,,3009,3009,,10519.70,10577.8
West Melton,53.5035,-1.3618,United Kingdom,GB,Rotherham,,3007,3007,,12681.10,12746.4
Cleland,55.8023,-3.9143,United Kingdom,GB,North Lanarkshire,,3000,3000,,12751.90,12912.3
Steynton,51.7295,-5.0174,United Kingdom,GB,Pembrokeshire,,3000,3000,,4957.80,5005.9
Longtown,55.0084,-2.9687,United Kingdom,GB,Cumbria,,3000,3000,,9575.00,
Breage,50.108,-5.332,United Kingdom,GB,Cornwall,,3000,3000,,,
Llanfairpwllgwyngyll,53.2232,-4.2008,United Kingdom,GB,Isle of Anglesey,,2999,2999,,5245.60,5309.5
Sealand,53.212,-2.97,United Kingdom,GB,Cheshire West and Chester,,2996,2996,,10519.70,10577.8
Saint Clears,51.8204,-4.5042,United Kingdom,GB,Carmarthenshire,,2995,2995,,7994.30,8090.6
Padstow,50.538,-4.938,United Kingdom,GB,Cornwall,,2993,2993,,,
Collingham,53.904,-1.4139,United Kingdom,GB,Leeds,,2991,2991,,13390.40,13451.2
Normandy,51.2576,-0.6556,United Kingdom,GB,Surrey,,2981,2981,,9069.00,
Pangbourne,51.4839,-1.0869,United Kingdom,GB,West Berkshire,,2978,2978,,7204.10,7231.9
Lyndhurst,50.87,-1.58,United Kingdom,GB,Hampshire,,2973,2973,,7789.10,
Bletchingley,51.241,-0.099,United Kingdom,GB,Surrey,,2973,2973,,9069.00,
Colerne,51.439,-2.262,United Kingdom,GB,Wiltshire,,2972,2972,,6775.20,6811.4
Hopton on Sea,52.534,1.738,United Kingdom,GB,Norfolk,,2970,2970,,7226.30,
Lampeter,52.1202,-4.0821,United Kingdom,GB,Ceredigion,,2970,2970,,4420.10,4498.3
Belton,53.553,-0.8166,United Kingdom,GB,North Lincolnshire,,2968,2968,,9281.70,9335.6
Cringleford,52.6056,1.2433,United Kingdom,GB,Norfolk,,2963,2963,,7226.30,
Mere,51.09,-2.266,United Kingdom,GB,Wiltshire,,2961,2961,,6775.20,6811.4
Llanwern,51.572,-2.9133,United Kingdom,GB,Newport,,2961,2961,,9874.30,9940.7
Chiddingfold,51.1113,-0.6282,United Kingdom,GB,Surrey,,2960,2211,,9069.00,
Trimdon,54.7017,-1.4284,United Kingdom,GB,Durham,,2958,2958,,,
Gosberton,52.85,-0.15,United Kingdom,GB,Lincolnshire,,2958,2958,,8837.00,
Alveston,51.589,-2.533,United Kingdom,GB,South Gloucestershire,,2953,2953,,10000.10,10020.6
Heath,53.1982,-1.3353,United Kingdom,GB,Derbyshire,,2953,2953,,9964.20,
Pitstone,51.8256,-0.6302,United Kingdom,GB,Buckinghamshire,,2952,2952,,9111.80,
Camelford,50.617,-4.683,United Kingdom,GB,Cornwall,,2945,2945,,,
Fernhurst,51.049,-0.723,United Kingdom,GB,West Sussex,,2942,2942,,8134.30,
Charminster,50.7327,-2.4546,United Kingdom,GB,Dorset,,2940,2940,,6074.10,6113.1
Healing,53.5739,-0.164,United Kingdom,GB,North East Lincolnshire,,2940,2940,,12159.60,12218.6
Dunchurch,52.3368,-1.2896,United Kingdom,GB,Warwickshire,,2938,2938,,9523.70,
Brodsworth,53.5596,-1.237,United Kingdom,GB,Doncaster,,2936,2936,,13001.60,13061
West Grinstead,50.9741,-0.3331,United Kingdom,GB,West Sussex,,2934,2934,,8134.30,
Cullingworth,53.8247,-1.9027,United Kingdom,GB,Bradford,,2932,2932,,13715.90,13759.3
Kinghorn,56.07,-3.17,United Kingdom,GB,Fife,,2930,2840,,7498.70,7629.7
Great Totham,51.7792,0.7011,United Kingdom,GB,Essex,,2930,2930,,10744.20,
Llanidloes,52.449,-3.5402,United Kingdom,GB,Powys,,2929,2929,,5519.10,5603.2
Totland,50.6849,-1.5366,United Kingdom,GB,Isle of Wight,,2927,2927,,7458.40,7516
Croft,53.437,-2.552,United Kingdom,GB,Warrington,,2920,2920,,13299.10,13352.1
Banwell,51.327,-2.864,United Kingdom,GB,North Somerset,,2919,2919,,8543.70,8564.1
Heighington,53.212,-0.4574,United Kingdom,GB,Lincolnshire,,2918,2918,,8837.00,
Croston,53.662,-2.777,United Kingdom,GB,Lancashire,,2917,2917,,12990.00,
East Woodhay,51.3511,-1.4183,United Kingdom,GB,Hampshire,,2914,2914,,7789.10,
Llanrug,53.147,-4.193,United Kingdom,GB,Gwynedd,,2911,2911,,5150.60,5233.6
Holmewood,53.1893,-1.3549,United Kingdom,GB,Derbyshire,,2909,2909,,9964.20,
Bruton,51.1134,-2.4528,United Kingdom,GB,Somerset,,2907,2907,,6789.60,
Etwall,52.884,-1.602,United Kingdom,GB,Derbyshire,,2906,2906,,9964.20,
Silloth,54.869,-3.381,United Kingdom,GB,Cumbria,,2906,2906,,9575.00,
Pucklechurch,51.487,-2.4353,United Kingdom,GB,South Gloucestershire,,2904,2904,,10000.10,10020.6
Teynham,51.331,0.802,United Kingdom,GB,Kent,,2904,2904,,10120.00,
Chryston,55.906,-4.11,United Kingdom,GB,North Lanarkshire,,2900,2900,,12751.90,12912.3
Bosham,50.8289,-0.8595,United Kingdom,GB,West Sussex,,2900,2900,,8134.30,
Prees,52.897,-2.666,United Kingdom,GB,Shropshire,,2895,2895,,7681.30,7731.1
Ryhill,53.6168,-1.4021,United Kingdom,GB,Wakefield,,2894,2894,,12701.40,12758
Wiveliscombe,51.0431,-3.3137,United Kingdom,GB,Somerset,,2893,2893,,6789.60,
Stainton,54.5211,-1.2595,United Kingdom,GB,Middlesbrough,,2890,2890,,15434.80,15515.4
Chieveley,51.461,-1.319,United Kingdom,GB,West Berkshire,,2890,2890,,7204.10,7231.9
New Cumnock,55.3968,-4.1839,United Kingdom,GB,East Ayrshire,,2884,2710,,9672.70,9799.3
Upton upon Severn,52.063,-2.215,United Kingdom,GB,Worcestershire,,2881,2881,,8916.50,
Papworth Everard,52.2547,-0.1189,United Kingdom,GB,Cambridgeshire,,2880,2880,,7381.60,
Halkyn,53.233,-3.183,United Kingdom,GB,Flintshire,,2879,2879,,9211.50,9259.3
Harton,54.881,-1.534,United Kingdom,GB,South Tyneside,,2878,2878,,14428.40,14511.1
Clifton,52.0398,-0.3017,United Kingdom,GB,Central Bedfordshire,,2878,2878,,9142.60,9178.3
Much Wenlock,52.5966,-2.558,United Kingdom,GB,Shropshire,,2877,2877,,7681.30,7731.1
Capel Saint Mary,52.002,1.046,United Kingdom,GB,Suffolk,,2877,2877,,6266.70,
Dollar,56.162,-3.674,United Kingdom,GB,Clackmannanshire,,2877,2800,,9791.40,9927.9
Minchinhampton,51.7058,-2.186,United Kingdom,GB,Gloucestershire,,2875,2875,,7111.20,
Shawbury,52.786,-2.655,United Kingdom,GB,Shropshire,,2872,2872,,7681.30,7731.1
Swanmore,50.9423,-1.1794,United Kingdom,GB,Hampshire,,2871,2871,,7789.10,
Fen Stanton,52.3,-0.07,United Kingdom,GB,Cambridgeshire,,2868,2868,,7381.60,
Bookham,51.233,-0.286,United Kingdom,GB,Surrey,,2868,2868,,9069.00,
Over,52.314,0.016,United Kingdom,GB,Cambridgeshire,,2862,2862,,7381.60,
Much Hadham,51.854,0.072,United Kingdom,GB,Hertfordshire,,2862,2862,,10114.00,
Barlaston,52.9457,-2.1583,United Kingdom,GB,Staffordshire,,2858,2858,,10600.20,
Ottershaw,51.368,-0.53,United Kingdom,GB,Surrey,,2853,2853,,9069.00,
Alrewas,52.732,-1.749,United Kingdom,GB,Staffordshire,,2852,2852,,10600.20,
Lechlade,51.699,-1.692,United Kingdom,GB,Gloucestershire,,2850,2850,,7111.20,
White Waltham,51.49,-0.769,United Kingdom,GB,Windsor and Maidenhead,,2850,2850,,8967.90,9006.9
Thaxted,51.954,0.346,United Kingdom,GB,Essex,,2845,2845,,10744.20,
Bishops Lydeard,51.0615,-3.1872,United Kingdom,GB,Somerset,,2839,2839,,6789.60,
Sheering,51.8043,0.1845,United Kingdom,GB,Essex,,2838,2838,,10744.20,
Theale,51.437,-1.077,United Kingdom,GB,West Berkshire,,2835,2835,,7204.10,7231.9
Usk,51.704,-2.902,United Kingdom,GB,Monmouthshire,,2834,2834,,6399.50,6435.2
Tattershall,53.104,-0.1906,United Kingdom,GB,Lincolnshire,,2834,2834,,8837.00,
Aspatria,54.7633,-3.3281,United Kingdom,GB,Cumbria,,2834,2834,,9575.00,
Charlbury,51.872,-1.482,United Kingdom,GB,Oxfordshire,,2830,2830,,8227.10,
Chalgrove,51.665,-1.077,United Kingdom,GB,Oxfordshire,,2830,2830,,8227.10,
West Horsley,51.261,-0.454,United Kingdom,GB,Surrey,,2828,2828,,9069.00,
West Coker,50.9189,-2.6913,United Kingdom,GB,Somerset,,2828,2828,,6789.60,
Cranwell,53.0367,-0.4619,United Kingdom,GB,Lincolnshire,,2827,2827,,8837.00,
Feltwell,52.4864,0.5194,United Kingdom,GB,Norfolk,,2826,2826,,7226.30,
Cymmer,51.65,-3.65,United Kingdom,GB,Neath Port Talbot,,2825,2825,,10978.90,11079.3
Acle,52.638,1.555,United Kingdom,GB,Norfolk,,2824,2824,,7226.30,
South Brent,50.4281,-3.8358,United Kingdom,GB,Devon,,2822,2822,,6363.60,
Halling,51.3514,0.4413,United Kingdom,GB,Kent,,2821,2821,,10120.00,
Crich,53.084,-1.479,United Kingdom,GB,Derbyshire,,2821,2821,,9964.20,
Glenboig,55.8933,-4.0449,United Kingdom,GB,North Lanarkshire,,2820,2820,,12751.90,12912.3
Adderbury,52.016,-1.313,United Kingdom,GB,Oxfordshire,,2819,2819,,8227.10,
Cantley,53.51,-1.06,United Kingdom,GB,Doncaster,,2817,2817,,13001.60,13061
Lostwithiel,50.4074,-4.6696,United Kingdom,GB,Cornwall,,2814,2739,,,
Appledore,51.0525,-4.1945,United Kingdom,GB,Devon,,2814,2814,,6363.60,
Northchurch,51.783,-0.613,United Kingdom,GB,Hertfordshire,,2813,2813,,10114.00,
Donington,52.904,-0.1982,United Kingdom,GB,Lincolnshire,,2805,2805,,8837.00,
Buckden,52.28,-0.25,United Kingdom,GB,Cambridgeshire,,2805,2805,,7381.60,
Milborne Port,50.9666,-2.461,United Kingdom,GB,Somerset,,2802,2802,,6789.60,
Newmilns,55.608,-4.329,United Kingdom,GB,East Ayrshire,,2800,2800,,9672.70,9799.3
Clydach Vale,51.6268,-3.4719,United Kingdom,GB,Rhondda Cynon Taff,,2799,2799,,,
Chinley,53.339,-1.941,United Kingdom,GB,Derbyshire,,2796,2796,,9964.20,
Rudgwick,51.093,-0.446,United Kingdom,GB,West Sussex,,2791,2791,,8134.30,
West Monkton,51.051,-3.045,United Kingdom,GB,Somerset,,2787,2787,,6789.60,
Saint Dennis,50.383,-4.883,United Kingdom,GB,Cornwall,,2785,2785,,,
Fulford,53.938,-1.073,United Kingdom,GB,York,,2785,2785,,9867.20,9901.8
Smalley,52.998,-1.394,United Kingdom,GB,Derbyshire,,2784,2784,,9964.20,
Mitcheldean,51.8646,-2.4904,United Kingdom,GB,Gloucestershire,,2783,2783,,7111.20,
Milltimber,57.1052,-2.2311,United Kingdom,GB,Aberdeen City,,2780,2780,,6653.30,6757.2
Ellington,55.2209,-1.5621,United Kingdom,GB,Northumberland,,2778,2778,,9970.40,10031.8
Pitlochry,56.705,-3.733,United Kingdom,GB,Perth and Kinross,,2776,2776,,6537.40,6606.5
Kilnhurst,53.4703,-1.3057,United Kingdom,GB,Rotherham,,2775,2775,,12681.10,12746.4
Radley,51.689,-1.24,United Kingdom,GB,Oxfordshire,,2774,2774,,8227.10,
Bugbrooke,52.2105,-1.0106,United Kingdom,GB,Northamptonshire,,2773,2773,,9892.00,
Rowlands Castle,50.8912,-0.9601,United Kingdom,GB,Hampshire,,2770,2770,,7789.10,
Pontyberem,51.779,-4.174,United Kingdom,GB,Carmarthenshire,,2768,2768,,7994.30,8090.6
Charing,51.2107,0.7949,United Kingdom,GB,Kent,,2766,2766,,10120.00,
Sedbergh,54.322,-2.526,United Kingdom,GB,Cumbria,,2765,2765,,9575.00,
East Bergholt,51.978,1.017,United Kingdom,GB,Suffolk,,2765,2765,,6266.70,
Lickey End,52.3522,-2.0448,United Kingdom,GB,Worcestershire,,2764,2764,,8916.50,
Mundesley,52.876,1.438,United Kingdom,GB,Norfolk,,2758,2758,,7226.30,
Locking,51.3309,-2.9108,United Kingdom,GB,North Somerset,,2756,2756,,8543.70,8564.1
Callander,56.244,-4.2145,United Kingdom,GB,Stirling,,2754,2754,,7426.70,7538.3
Burton upon Stather,53.6494,-0.6848,United Kingdom,GB,North Lincolnshire,,2753,2753,,9281.70,9335.6
Icklesham,50.92,0.67,United Kingdom,GB,East Sussex,,2751,2751,,8286.60,
Upwell,52.5956,0.2134,United Kingdom,GB,Norfolk,,2750,2750,,7226.30,
Davenham,53.2358,-2.5111,United Kingdom,GB,Cheshire West and Chester,,2745,2745,,10519.70,10577.8
Wing,51.898,-0.717,United Kingdom,GB,Buckinghamshire,,2745,2745,,9111.80,
Hambleton,53.875,-2.952,United Kingdom,GB,Lancashire,,2744,2744,,12990.00,
Llysfaen,53.279,-3.668,United Kingdom,GB,Conwy,,2743,2743,,6858.80,6941.7
Wendron,50.134,-5.248,United Kingdom,GB,Cornwall,,2743,2743,,,
Greenfield,53.289,-3.21,United Kingdom,GB,Flintshire,,2741,2741,,9211.50,9259.3
Wembury,50.3169,-4.083,United Kingdom,GB,Devon,,2740,2740,,6363.60,
North Collingham,53.1478,-0.7592,United Kingdom,GB,Nottinghamshire,,2738,2738,,11286.40,
New Earswick,53.992,-1.0724,United Kingdom,GB,York,,2737,2737,,9867.20,9901.8
Batheaston,51.4065,-2.3112,United Kingdom,GB,Bath and North East Somerset,,2735,2735,,8501.90,8527.3
Farnsfield,53.1028,-1.0361,United Kingdom,GB,Nottinghamshire,,2731,2731,,11286.40,
Tarvin,53.1949,-2.7668,United Kingdom,GB,Cheshire West and Chester,,2728,2728,,10519.70,10577.8
Watlington,51.645,-1.008,United Kingdom,GB,Oxfordshire,,2727,2727,,8227.10,
Mintlaw,57.525,-2.001,United Kingdom,GB,Aberdeenshire,,2720,2720,,4989.60,5108.5
Crosshouse,55.6122,-4.5528,United Kingdom,GB,East Ayrshire,,2720,2720,,9672.70,9799.3
Wolsingham,54.731,-1.882,United Kingdom,GB,Durham,,2720,2720,,,
Lingwood,52.6222,1.4901,United Kingdom,GB,Norfolk,,2719,2719,,7226.30,
Meriden,52.4379,-1.6496,United Kingdom,GB,Solihull,,2719,2719,,11884.40,11937.7
Lyminge,51.127,1.0876,United Kingdom,GB,Kent,,2717,2717,,10120.00,
Brenchley,51.1486,0.3941,United Kingdom,GB,Kent,,2715,2715,,10120.00,
Burwash,51,0.39,United Kingdom,GB,East Sussex,,2713,2713,,8286.60,
Cowie,56.0805,-3.867,United Kingdom,GB,Stirling,,2713,2713,,7426.70,7538.3
Fordham,52.32,0.38,United Kingdom,GB,Cambridgeshire,,2712,2712,,7381.60,
Effingham,51.2718,-0.4002,United Kingdom,GB,Surrey,,2711,2711,,9069.00,
Presteign,52.2744,-3.0054,United Kingdom,GB,Herefordshire,,2710,2710,,,
Hayfield,53.38,-1.94,United Kingdom,GB,Derbyshire,,2709,2709,,9964.20,
Wootton,51.707,-1.313,United Kingdom,GB,Oxfordshire,,2709,2709,,8227.10,
Reepham,52.762,1.112,United Kingdom,GB,Norfolk,,2709,2709,,7226.30,
Repton,52.838,-1.549,United Kingdom,GB,Derbyshire,,2707,2707,,9964.20,
Weedon Beck,52.231,-1.0804,United Kingdom,GB,Northamptonshire,,2706,2706,,9892.00,
Gretna,54.994,-3.062,United Kingdom,GB,Dumfries and Galloway,,2705,2705,,6221.60,6320
Elstow,52.1069,-0.4648,United Kingdom,GB,Bedford,,2702,2702,,12002.00,12035.2
West Wittering,50.7806,-0.8956,United Kingdom,GB,West Sussex,,2700,2700,,8134.30,
Stalbridge,50.9594,-2.3784,United Kingdom,GB,Dorset,,2698,2698,,6074.10,6113.1
Kirton in Lindsey,53.4759,-0.5887,United Kingdom,GB,North Lincolnshire,,2694,2694,,9281.70,9335.6
Muir of Ord,57.52,-4.46,United Kingdom,GB,Highland,,2690,2690,,4607.30,4728.8
Dolgellau,52.743,-3.885,United Kingdom,GB,Gwynedd,,2688,2688,,5150.60,5233.6
Combe Martin,51.2,-4.025,United Kingdom,GB,Devon,,2687,2687,,6363.60,
Mistley,51.944,1.081,United Kingdom,GB,Essex,,2685,2685,,10744.20,
Nutfield,51.238,-0.133,United Kingdom,GB,Surrey,,2673,2673,,9069.00,
Hardwick,52.2133,0.0119,United Kingdom,GB,Cambridgeshire,,2670,2670,,7381.60,
Dundonald,55.578,-4.594,United Kingdom,GB,South Ayrshire,,2670,2670,,7934.70,8048.9
Chisledon,51.516,-1.731,United Kingdom,GB,Swindon,,2667,2667,,9049.70,9057.3
Teversham,52.2,0.19,United Kingdom,GB,Cambridgeshire,,2665,2665,,7381.60,
Long Stanton,52.279,0.0478,United Kingdom,GB,Cambridgeshire,,2657,2657,,7381.60,
Badsey,52.08,-1.89,United Kingdom,GB,Worcestershire,,2657,2657,,8916.50,
Harbledown,51.283,1.054,United Kingdom,GB,Kent,,2656,2656,,10120.00,
Withyham,51.1,0.132,United Kingdom,GB,East Sussex,,2654,2654,,8286.60,
Grimsargh,53.805,-2.631,United Kingdom,GB,Lancashire,,2653,2653,,12990.00,
Tuxford,53.231,-0.898,United Kingdom,GB,Nottinghamshire,,2649,2649,,11286.40,
Loddon,52.533,1.483,United Kingdom,GB,Norfolk,,2648,2648,,7226.30,
Llandow,51.449,-3.523,United Kingdom,GB,"Vale of Glamorgan, The",,2643,2643,,,
Horam,50.93,0.24,United Kingdom,GB,East Sussex,,2642,2642,,8286.60,
Holsworthy,50.8167,-4.35,United Kingdom,GB,Devon,,2641,2641,,6363.60,
Robertsbridge,50.99,0.47,United Kingdom,GB,East Sussex,,2641,2624,,8286.60,
Speen,51.4098,-1.3417,United Kingdom,GB,West Berkshire,,2635,2635,,7204.10,7231.9
Wrington,51.361,-2.763,United Kingdom,GB,North Somerset,,2633,2633,,8543.70,8564.1
Mattishall,52.6585,1.0347,United Kingdom,GB,Norfolk,,2631,2631,,7226.30,
South Hanningfield,51.6504,0.5183,United Kingdom,GB,Essex,,2629,2629,,10744.20,
Lochwinnoch,55.7925,-4.6286,United Kingdom,GB,Renfrewshire,,2628,2628,,11952.20,12117.2
Cuxton,51.375,0.45,United Kingdom,GB,Medway,,2627,2627,,12353.60,12395.1
Kington,52.2035,-3.03,United Kingdom,GB,Herefordshire,,2626,2626,,,
Oxenhope,53.812,-1.952,United Kingdom,GB,Bradford,,2626,2626,,13715.90,13759.3
Tangmere,50.851,-0.716,United Kingdom,GB,West Sussex,,2625,2625,,8134.30,
Timsbury,51.3268,-2.4757,United Kingdom,GB,Bath and North East Somerset,,2624,2624,,8501.90,8527.3
Tollesbury,51.76,0.84,United Kingdom,GB,Essex,,2621,2621,,10744.20,
Biddenham,52.1406,-0.5051,United Kingdom,GB,Bedford,,2620,2620,,12002.00,12035.2
Emneth,52.6426,0.2091,United Kingdom,GB,Norfolk,,2617,2617,,7226.30,
Stocksfield,54.948,-1.914,United Kingdom,GB,Northumberland,,2616,2616,,9970.40,10031.8
