city,lat,lng,country,iso2,admin_name,Regions,population,population_proper,cases,"(Upper tier) total cumulative confirmed covid cases per 100,000 population","(Lower tier) total cumulative confirmed covid cases per 100,000 population"
Dorchester,50.7154,-2.4367,United Kingdom,GB,Dorset,,19060,19060,,6074.10,6113.1
Monkseaton,55.043,-1.459,United Kingdom,GB,North Tyneside,,19044,19044,,11864.70,11938
Linlithgow,55.9791,-3.6105,United Kingdom,GB,West Lothian,,19000,19000,,9027.90,9148.1
Southbourne,50.722,-1.798,United Kingdom,GB,Bournemouth,,18960,18960,,,
Horsforth,53.8341,-1.6429,United Kingdom,GB,Leeds,,18895,18895,,13390.40,13451.2
Prestatyn,53.331,-3.405,United Kingdom,GB,Denbighshire,,18849,18849,,8793.30,8866.8
Kilbirnie,55.755,-4.686,United Kingdom,GB,North Ayrshire,,18829,7340,,9275.20,9439.1
Lancing,50.832,-0.319,United Kingdom,GB,West Sussex,,18810,18810,,8134.30,
Ware,51.8109,-0.0314,United Kingdom,GB,Hertfordshire,,18799,18799,,10114.00,
Truro,50.26,-5.051,United Kingdom,GB,Cornwall,,18766,18766,,,
Eastwood,53.018,-1.304,United Kingdom,GB,Nottinghamshire,,18612,18612,,11286.40,
East Dereham,52.681,0.94,United Kingdom,GB,Norfolk,,18609,18609,,7226.30,
Ebbw Vale,51.7779,-3.2117,United Kingdom,GB,Blaenau Gwent,,18558,18558,,10759.80,10842.6
Peterhead,57.5091,-1.7832,United Kingdom,GB,Aberdeenshire,,18537,18537,,4989.60,5108.5
Appley Bridge,53.579,-2.721,United Kingdom,GB,Lancashire,,18500,18500,,12990.00,
Berkhampstead,51.76,-0.56,United Kingdom,GB,Hertfordshire,,18500,18100,,10114.00,
Rawmarsh,53.4636,-1.3439,United Kingdom,GB,Rotherham,,18498,18498,,12681.10,12746.4
Poulton le Fylde,53.847,-2.995,United Kingdom,GB,Lancashire,,18495,18495,,12990.00,
Staines-upon-Thames,51.433,-0.517,United Kingdom,GB,Surrey,,18484,18484,,9069.00,
Bedlington,55.133,-1.583,United Kingdom,GB,Northumberland,,18470,18470,,9970.40,10031.8
Mill Hill,51.62,-0.23,United Kingdom,GB,Barnet,,18451,18451,,10773.20,10818.6
Almondbury,53.6344,-1.7489,United Kingdom,GB,Kirklees,,18346,18346,,12196.30,12249.3
Hadleigh,51.5535,0.6095,United Kingdom,GB,Essex,,18300,18300,,10744.20,
Staveley,53.2694,-1.3484,United Kingdom,GB,Derbyshire,,18247,18247,,9964.20,
Fulwood,53.365,-1.544,United Kingdom,GB,Sheffield,,18233,18233,,11968.50,12012.3
Redhill,51.2393,-0.1726,United Kingdom,GB,Surrey,,18163,18163,,9069.00,
Aberystwyth,52.414,-4.081,United Kingdom,GB,Ceredigion,,18093,12250,,4420.10,4498.3
Sunbury,51.423,-0.424,United Kingdom,GB,Surrey,,18041,18041,,9069.00,
Mickleover,52.901,-1.552,United Kingdom,GB,Derby,,18000,18000,,11683.90,11752.9
Sandbach,53.146,-2.367,United Kingdom,GB,Cheshire East,,17976,17976,,9307.20,9359.7
Madeley,52.637,-2.448,United Kingdom,GB,Telford and Wrekin,,17935,17935,,10115.70,10190.2
Grangemouth,56.012,-3.717,United Kingdom,GB,Falkirk,,17906,16650,,8370.70,8484.1
Ramsbottom,53.6484,-2.3169,United Kingdom,GB,Bury,,17872,17872,,14209.20,14256.9
Colne,53.8554,-2.1756,United Kingdom,GB,Lancashire,,17855,17855,,12990.00,
Alton,51.1498,-0.9769,United Kingdom,GB,Hampshire,,17816,17816,,7789.10,
Portchester,50.842,-1.12,United Kingdom,GB,Hampshire,,17789,17789,,7789.10,
Guisborough,54.535,-1.0563,United Kingdom,GB,Redcar and Cleveland,,17777,17777,,13164.20,13234.9
Harwich,51.934,1.266,United Kingdom,GB,Essex,,17684,17684,,10744.20,
Sleaford,52.996,-0.413,United Kingdom,GB,Lincolnshire,,17671,17671,,8837.00,
Moreton,53.401,-3.111,United Kingdom,GB,Wirral,,17670,17670,,11869.50,11906.8
Quedgeley,51.825,-2.28,United Kingdom,GB,Gloucestershire,,17519,17519,,7111.20,
Warminster,51.205,-2.181,United Kingdom,GB,Wiltshire,,17490,17490,,6775.20,6811.4
Woodhouse,53.358,-1.373,United Kingdom,GB,Sheffield,,17450,17450,,11968.50,12012.3
Bramhall,53.357,-2.164,United Kingdom,GB,Stockport,,17436,17436,,12162.30,12218
Nantwich,53.067,-2.522,United Kingdom,GB,Cheshire East,,17424,17424,,9307.20,9359.7
Hednesford,52.7115,-2.0006,United Kingdom,GB,Staffordshire,,17343,17343,,10600.20,
Lewes,50.8756,0.0179,United Kingdom,GB,East Sussex,,17297,15988,,8286.60,
Houghton Regis,51.9039,-0.5247,United Kingdom,GB,Central Bedfordshire,,17280,17280,,9142.60,9178.3
Thornton,53.7898,-1.8504,United Kingdom,GB,Bradford,,17276,17276,,13715.90,13759.3
Calne,51.438,-2.005,United Kingdom,GB,Wiltshire,,17274,17274,,6775.20,6811.4
Heanor,53.014,-1.354,United Kingdom,GB,Derbyshire,,17251,17251,,9964.20,
Friern Barnet,51.6126,-0.1584,United Kingdom,GB,Barnet,,17250,17250,,10773.20,10818.6
Milton,53.05,-2.142,United Kingdom,GB,Stoke-on-Trent,,17250,17250,,12182.90,12232.4
Glen Parva,52.5867,-1.1617,United Kingdom,GB,Leicestershire,,17189,17189,,10530.00,
Cottingham,53.7822,-0.4136,United Kingdom,GB,"Kingston upon Hull, City of",,17164,17164,,13309.70,13372.3
Bideford,51.016,-4.209,United Kingdom,GB,Devon,,17107,17107,,6363.60,
Oswestry,52.8598,-3.0538,United Kingdom,GB,Shropshire,,17105,15613,,7681.30,7731.1
Mosbrough,53.325,-1.362,United Kingdom,GB,Sheffield,,17097,17097,,11968.50,12012.3
Heysham,54.046,-2.894,United Kingdom,GB,Lancashire,,17016,17016,,12990.00,
Golcar,53.6378,-1.8457,United Kingdom,GB,Kirklees,,17000,17000,,12196.30,12249.3
Westbury,51.26,-2.191,United Kingdom,GB,Wiltshire,,16989,16989,,6775.20,6811.4
Heckmondwike,53.708,-1.67,United Kingdom,GB,Kirklees,,16986,16986,,12196.30,12249.3
Clayton,53.782,-1.8135,United Kingdom,GB,Bradford,,16982,16982,,13715.90,13759.3
Morriston,51.6647,-3.9389,United Kingdom,GB,Swansea,,16928,16928,,10262.70,10364.5
High Blantyre,55.793,-4.097,United Kingdom,GB,South Lanarkshire,,16900,16900,,11244.60,11364
Braunstone,52.616,-1.175,United Kingdom,GB,Leicestershire,,16850,16850,,10530.00,
Haslingden,53.705,-2.328,United Kingdom,GB,Lancashire,,16849,16849,,12990.00,
Northallerton,54.3378,-1.4285,United Kingdom,GB,North Yorkshire,,16832,15741,,8686.00,
Haslemere,51.09,-0.712,United Kingdom,GB,Surrey,,16826,16826,,9069.00,
Saint Andrews,56.3404,-2.7955,United Kingdom,GB,Fife,,16801,16680,,7498.70,7629.7
Fazakerley,53.4676,-2.9408,United Kingdom,GB,Liverpool,,16786,16786,,14724.60,14774
Hatfield,53.58,-1,United Kingdom,GB,Doncaster,,16776,16776,,13001.60,13061
Windlesham,51.36,-0.66,United Kingdom,GB,Surrey,,16775,16775,,9069.00,
Connahs Quay,53.2179,-3.0573,United Kingdom,GB,Flintshire,,16774,16774,,9211.50,9259.3
Plumstead,51.49,0.09,United Kingdom,GB,Greenwich,,16736,16736,,10935.70,10966.9
Ripon,54.138,-1.524,United Kingdom,GB,North Yorkshire,,16702,16702,,8686.00,
Brixham,50.394,-3.516,United Kingdom,GB,Devon,,16693,16693,,6363.60,
Maltby,53.426,-1.21,United Kingdom,GB,Rotherham,,16688,16688,,12681.10,12746.4
Banstead,51.322,-0.204,United Kingdom,GB,Surrey,,16666,16666,,9069.00,
Whickham,54.9456,-1.6726,United Kingdom,GB,Gateshead,,16652,16652,,12634.80,12696.7
Keynsham,51.4135,-2.4968,United Kingdom,GB,Bath and North East Somerset,,16641,16641,,8501.90,8527.3
Johnstone,55.8346,-4.5027,United Kingdom,GB,Renfrewshire,,16625,16090,,11952.20,12117.2
Cleckheaton,53.725,-1.719,United Kingdom,GB,Kirklees,,16622,16622,,12196.30,12249.3
Newmarket,52.2459,0.4105,United Kingdom,GB,Suffolk,,16615,16615,,6266.70,
The Mumbles,51.573,-3.9992,United Kingdom,GB,Swansea,,16600,16600,,10262.70,10364.5
Biggleswade,52.0855,-0.2557,United Kingdom,GB,Central Bedfordshire,,16551,16551,,9142.60,9178.3
Cowley,51.733,-1.215,United Kingdom,GB,Oxfordshire,,16500,16500,,8227.10,
Hebburn,54.9718,-1.5128,United Kingdom,GB,South Tyneside,,16492,16492,,14428.40,14511.1
Enfield Lock,51.6686,-0.026,United Kingdom,GB,Enfield,,16469,16469,,11427.90,11456.4
Louth,53.3669,-0.0061,United Kingdom,GB,Lincolnshire,,16419,16419,,8837.00,
Buckhaven,56.1776,-3.0303,United Kingdom,GB,Fife,,16391,4220,,7498.70,7629.7
Stone,52.9,-2.15,United Kingdom,GB,Staffordshire,,16385,16385,,10600.20,
Saint Ives,52.3344,-0.0761,United Kingdom,GB,Cambridgeshire,,16384,16384,,7381.60,
Denby Dale,53.572,-1.655,United Kingdom,GB,Kirklees,,16365,16365,,12196.30,12249.3
Bangor,53.228,-4.128,United Kingdom,GB,Wales,,16358,16358,,5245.60,5309.5
Birstall,53.7343,-1.6609,United Kingdom,GB,Kirklees,,16298,16298,,12196.30,12249.3
Clitheroe,53.8711,-2.3916,United Kingdom,GB,Lancashire,,16279,16279,,12990.00,
Queensbury,53.7683,-1.8453,United Kingdom,GB,Calderdale,,16273,16273,,11950.50,12022.4
Stepney,51.5152,-0.0462,United Kingdom,GB,Tower Hamlets,,16238,16238,,12270.70,12303
Basford,52.978,-1.169,United Kingdom,GB,Nottingham,,16207,16207,,13920.30,13968
Saltash,50.408,-4.212,United Kingdom,GB,Cornwall,,16184,16184,,,
Giffnock,55.8051,-4.2946,United Kingdom,GB,East Renfrewshire,,16178,12300,,11211.70,11380.4
Tyldesley,53.5166,-2.4667,United Kingdom,GB,Wigan,,16142,16142,,14329.40,14383.8
East Barnet,51.643,-0.163,United Kingdom,GB,Barnet,,16137,16137,,10773.20,10818.6
Upton,53.385,-3.099,United Kingdom,GB,Wirral,,16130,16130,,11869.50,11906.8
Whittlesey,52.558,-0.13,United Kingdom,GB,Cambridgeshire,,16058,16058,,7381.60,
Worcester Park,51.3752,-0.239,United Kingdom,GB,Sutton,,16031,16031,,11099.30,11132
Porthcawl,51.48,-3.69,United Kingdom,GB,Bridgend,,16005,15640,,11201.10,11263.5
East Finchley,51.5902,-0.1753,United Kingdom,GB,Barnet,,15989,15989,,10773.20,10818.6
Chertsey,51.3902,-0.5074,United Kingdom,GB,Surrey,,15967,15967,,9069.00,
Dawlish,50.581,-3.466,United Kingdom,GB,Devon,,15954,15954,,6363.60,
Penicuik,55.826,-3.22,United Kingdom,GB,Midlothian,,15926,15926,,9577.00,9712.3
Bingley,53.8509,-1.838,United Kingdom,GB,Bradford,,15925,15925,,13715.90,13759.3
Adwick le Street,53.5677,-1.1931,United Kingdom,GB,Doncaster,,15911,15911,,13001.60,13061
Hayes,51.378,0.0192,United Kingdom,GB,Bromley,,15906,15906,,10581.50,10616.3
Addlestone,51.3695,-0.4901,United Kingdom,GB,Surrey,,15883,15883,,9069.00,
Royston,52.0471,-0.0202,United Kingdom,GB,Hertfordshire,,15781,15781,,10114.00,
Carterton,51.76,-1.59,United Kingdom,GB,Oxfordshire,,15769,15769,,8227.10,
Bebington,53.35,-3.003,United Kingdom,GB,Wirral,,15768,15768,,11869.50,11906.8
Lymington,50.75,-1.55,United Kingdom,GB,Hampshire,,15726,15726,,7789.10,
Bonnyrigg,55.8747,-3.1031,United Kingdom,GB,Midlothian,,15677,15677,,9577.00,9712.3
Buckley,53.172,-3.086,United Kingdom,GB,Flintshire,,15665,15665,,9211.50,9259.3
Ince-in-Makerfield,53.5402,-2.599,United Kingdom,GB,Wigan,,15664,15664,,14329.40,14383.8
Nailsea,51.43,-2.76,United Kingdom,GB,North Somerset,,15630,15630,,8543.70,8564.1
Thundersley,51.57,0.59,United Kingdom,GB,Essex,,15600,15600,,10744.20,
Swinton,53.4877,-1.3149,United Kingdom,GB,Rotherham,,15559,15559,,12681.10,12746.4
Wimborne Minster,50.804,-1.978,United Kingdom,GB,Dorset,,15552,6418,,6074.10,6113.1
West Ham,51.5347,0.0077,United Kingdom,GB,Newham,,15551,15551,,12989.70,13020.7
Saffron Walden,52.022,0.243,United Kingdom,GB,Essex,,15504,15504,,10744.20,
Stoke Gifford,51.517,-2.548,United Kingdom,GB,South Gloucestershire,,15494,15494,,10000.10,10020.6
Shipley,53.833,-1.777,United Kingdom,GB,Bradford,,15483,15483,,13715.90,13759.3
Todmorden,53.713,-2.096,United Kingdom,GB,Calderdale,,15481,15481,,11950.50,12022.4
Weybridge,51.362,-0.453,United Kingdom,GB,Surrey,,15449,15449,,9069.00,
Knaresborough,54.0084,-1.467,United Kingdom,GB,North Yorkshire,,15441,15441,,8686.00,
Helensburgh,56.0166,-4.7333,United Kingdom,GB,Argyll and Bute,,15430,13640,,5611.60,5724
Port Glasgow,55.934,-4.6906,United Kingdom,GB,Inverclyde,,15414,14620,,9577.00,9759.9
Seacombe,53.409,-3.029,United Kingdom,GB,Wirral,,15387,15387,,11869.50,11906.8
Baildon,53.851,-1.763,United Kingdom,GB,Bradford,,15360,15360,,13715.90,13759.3
Hemsworth,53.61,-1.35,United Kingdom,GB,Wakefield,,15350,15350,,12701.40,12758
Perivale,51.5383,-0.3192,United Kingdom,GB,Ealing,,15339,15339,,12892.70,12932.6
Wombwell,53.516,-1.4,United Kingdom,GB,Barnsley,,15316,15316,,13373.20,13436.9
Stanley,53.7145,-1.476,United Kingdom,GB,Wakefield,,15314,15314,,12701.40,12758
Llantrisant,51.5423,-3.3785,United Kingdom,GB,Rhondda Cynon Taff,,15313,15313,,,
Broxbourne,51.7495,-0.0216,United Kingdom,GB,Essex,,15303,15303,,10744.20,
Hazel Grove,53.375,-2.111,United Kingdom,GB,Stockport,,15265,15265,,12162.30,12218
Featherstone,53.7,-1.37,United Kingdom,GB,Wakefield,,15244,15244,,12701.40,12758
Mexborough,53.4992,-1.283,United Kingdom,GB,Doncaster,,15244,15244,,13001.60,13061
Stapleford,52.929,-1.274,United Kingdom,GB,Nottinghamshire,,15241,15241,,11286.40,
Neston,53.289,-3.074,United Kingdom,GB,Cheshire West and Chester,,15221,15221,,10519.70,10577.8
Bidston,53.402,-3.078,United Kingdom,GB,Wirral,,15216,15216,,11869.50,11906.8
Northenden,53.4075,-2.2583,United Kingdom,GB,Manchester,,15200,15200,,15343.30,15384.7
Penrith,54.6648,-2.7548,United Kingdom,GB,Cumbria,,15200,14756,,9575.00,
Chellaston,52.8671,-1.4384,United Kingdom,GB,Derbyshire,,15198,15198,,9964.20,
Palmers Green,51.6178,-0.1092,United Kingdom,GB,Enfield,,15162,15162,,11427.90,11456.4
Totteridge,51.6354,-0.2,United Kingdom,GB,Barnet,,15159,15159,,10773.20,10818.6
Blaydon,54.963,-1.7187,United Kingdom,GB,Gateshead,,15155,15155,,12634.80,12696.7
New Brighton,53.432,-3.049,United Kingdom,GB,Wirral,,15149,15149,,11869.50,11906.8
Teignmouth,50.5515,-3.4886,United Kingdom,GB,Devon,,15129,14749,,6363.60,
Newport Pagnell,52.087,-0.722,United Kingdom,GB,Milton Keynes,,15118,15118,,11054.30,11095.4
Tredegar,51.7776,-3.2407,United Kingdom,GB,Blaenau Gwent,,15103,15103,,10759.80,10842.6
Swallownest,53.3623,-1.3251,United Kingdom,GB,Rotherham,,15022,15022,,12681.10,12746.4
Netherton,52.4908,-2.0835,United Kingdom,GB,Dudley,,15017,15017,,12174.80,12235.3
Hessle,53.7239,-0.4319,United Kingdom,GB,East Riding of Yorkshire,,15000,15000,,9728.70,9788.4
Winkfield,51.4318,-0.7096,United Kingdom,GB,Bracknell Forest,,14998,14998,,9307.80,9344.8
Petersfield,51.0038,-0.9345,United Kingdom,GB,Hampshire,,14974,14974,,7789.10,
Larkhall,55.737,-3.972,United Kingdom,GB,South Lanarkshire,,14951,14740,,11244.60,11364
Sudbury,51.5537,-0.3199,United Kingdom,GB,Ealing,,14950,14950,,12892.70,12932.6
Wyke,53.7369,-1.77,United Kingdom,GB,Bradford,,14950,14950,,13715.90,13759.3
Kew Green,51.5308,-0.2248,United Kingdom,GB,Richmond upon Thames,,14915,14915,,8862.40,8894.7
Bromborough,53.336,-2.978,United Kingdom,GB,Wirral,,14850,14850,,11869.50,11906.8
Chislehurst,51.412,0.075,United Kingdom,GB,Bromley,,14831,14831,,10581.50,10616.3
Ilkley,53.925,-1.822,United Kingdom,GB,Bradford,,14809,14809,,13715.90,13759.3
Baguley,53.399,-2.276,United Kingdom,GB,Manchester,,14794,14794,,15343.30,15384.7
Minster,51.421,0.809,United Kingdom,GB,Kent,,14789,14789,,10120.00,
Balham,51.4434,-0.1525,United Kingdom,GB,Wandsworth,,14751,14751,,11055.50,11086.5
Prestwick,55.4956,-4.6142,United Kingdom,GB,South Ayrshire,,14750,14720,,7934.70,8048.9
Bodmin,50.466,-4.718,United Kingdom,GB,Cornwall,,14736,14736,,,
Selby,53.7818,-1.0703,United Kingdom,GB,North Yorkshire,,14731,14731,,8686.00,
Conwy,53.28,-3.83,United Kingdom,GB,Conwy,,14723,14723,,6858.80,6941.7
Tilehurst,51.4579,-1.0406,United Kingdom,GB,Reading,,14683,14683,,10882.10,10924.5
Troon,55.54,-4.66,United Kingdom,GB,South Ayrshire,,14680,14680,,7934.70,8048.9
Melksham,51.371,-2.138,United Kingdom,GB,Wiltshire,,14677,14677,,6775.20,6811.4
Wibsey,53.7672,-1.7728,United Kingdom,GB,Bradford,,14671,14671,,13715.90,13759.3
Great Baddow,51.719,0.507,United Kingdom,GB,Essex,,14650,14650,,10744.20,
Farnborough,51.3591,0.0741,United Kingdom,GB,Bromley,,14632,14632,,10581.50,10616.3
Skipton,53.962,-2.017,United Kingdom,GB,North Yorkshire,,14623,14623,,8686.00,
Lowton,53.471,-2.569,United Kingdom,GB,Wigan,,14605,14605,,14329.40,14383.8
Burbage,52.5277,-1.3483,United Kingdom,GB,Leicestershire,,14568,14568,,10530.00,
Thorpe Saint Andrew,52.6354,1.3431,United Kingdom,GB,Norfolk,,14556,14556,,7226.30,
Wellington,50.9755,-3.2243,United Kingdom,GB,Somerset,,14549,14549,,6789.60,
Moston,53.5156,-2.1848,United Kingdom,GB,Manchester,,14518,14518,,15343.30,15384.7
Hythe,51.0716,1.084,United Kingdom,GB,Kent,,14516,14170,,10120.00,
Chelsfield,51.3582,0.1278,United Kingdom,GB,Bromley,,14507,14507,,10581.50,10616.3
Uckfield,50.97,0.1,United Kingdom,GB,East Sussex,,14493,14493,,8286.60,
Deysbrook,53.429,-2.934,United Kingdom,GB,Liverpool,,14490,14490,,14724.60,14774
Bo’ness,56.0168,-3.6089,United Kingdom,GB,Falkirk,,14490,14490,,8370.70,8484.1
Armthorpe,53.5352,-1.0522,United Kingdom,GB,Doncaster,,14457,14457,,13001.60,13061
Southgate,51.6316,-0.1265,United Kingdom,GB,Enfield,,14454,14454,,11427.90,11456.4
Dollis Hill,51.5641,-0.2341,United Kingdom,GB,Brent,,14425,14425,,12084.10,12115.5
Wymondham,52.57,1.116,United Kingdom,GB,Norfolk,,14405,14405,,7226.30,
Hetton le Hole,54.8208,-1.4488,United Kingdom,GB,Sunderland,,14402,14402,,13952.30,14015.7
Amersham,51.677,-0.603,United Kingdom,GB,Buckinghamshire,,14384,14384,,9111.80,
West Derby,53.4338,-2.907,United Kingdom,GB,Liverpool,,14382,14382,,14724.60,14774
West Drayton,51.5043,-0.4646,United Kingdom,GB,Hillingdon,,14370,14370,,12058.40,12097.2
Conisbrough,53.479,-1.227,United Kingdom,GB,Doncaster,,14333,14333,,13001.60,13061
Kidbrooke,51.465,0.033,United Kingdom,GB,Greenwich,,14300,14300,,10935.70,10966.9
Rock Ferry,53.373,-3.008,United Kingdom,GB,Wirral,,14298,14298,,11869.50,11906.8
Shirley,51.3813,-0.0543,United Kingdom,GB,Croydon,,14296,14296,,11490.00,11525.5
Hawick,55.422,-2.787,United Kingdom,GB,"Scottish Borders, The",,14294,14294,,,
Patcham,50.864,-0.15,United Kingdom,GB,Brighton and Hove,,14277,14277,,9779.70,9809.8
West Wickham,51.3765,-0.0193,United Kingdom,GB,Bromley,,14276,14276,,10581.50,10616.3
Weston,53.413,-2.798,United Kingdom,GB,Halton,,14263,14263,,13390.20,13450.3
Poynton,53.3492,-2.1222,United Kingdom,GB,Cheshire East,,14260,14260,,9307.20,9359.7
Seacroft,53.8222,-1.4599,United Kingdom,GB,Leeds,,14246,14246,,13390.40,13451.2
Maldon,51.7318,0.6758,United Kingdom,GB,Essex,,14220,14220,,10744.20,
Kearsley,53.53,-2.37,United Kingdom,GB,Bolton,,14212,14212,,14568.00,14613.5
Caerfyrddin,51.856,-4.316,United Kingdom,GB,Carmarthenshire,,14185,14185,,7994.30,8090.6
Leyton,51.5606,-0.0155,United Kingdom,GB,Waltham Forest,,14184,14184,,12295.40,12327.2
Mackworth,52.9277,-1.5373,United Kingdom,GB,Derby,,14180,14180,,11683.90,11752.9
Ashtead,51.31,-0.299,United Kingdom,GB,Surrey,,14169,14169,,9069.00,
Wombourn,52.5302,-2.1857,United Kingdom,GB,Staffordshire,,14157,14157,,10600.20,
Smethwick,52.4928,-1.9682,United Kingdom,GB,Sandwell,,14146,14146,,14524.30,14575.6
Childwall,53.395,-2.881,United Kingdom,GB,Liverpool,,14085,14085,,14724.60,14774
Cowdenbeath,56.11,-3.35,United Kingdom,GB,Fife,,14081,11640,,7498.70,7629.7
Forfar,56.6442,-2.8884,United Kingdom,GB,Angus,,14048,14048,,6619.80,6707
Redruth,50.233,-5.224,United Kingdom,GB,Cornwall,,14018,14018,,,
Morpeth,55.1675,-1.6908,United Kingdom,GB,Northumberland,,14017,14017,,9970.40,10031.8
Marlow,51.57,-0.78,United Kingdom,GB,Buckinghamshire,,14004,14004,,9111.80,
Pemberton,53.536,-2.6738,United Kingdom,GB,Wigan,,13982,13982,,14329.40,14383.8
Verwood,50.8815,-1.8785,United Kingdom,GB,Dorset,,13969,13969,,6074.10,6113.1
Bourne,52.7684,-0.3775,United Kingdom,GB,Lincolnshire,,13961,13961,,8837.00,
Ringwood,50.85,-1.78,United Kingdom,GB,Hampshire,,13943,13943,,7789.10,
Brierley Hill,52.4795,-2.1245,United Kingdom,GB,Dudley,,13935,13935,,12174.80,12235.3
Streetly,52.577,-1.884,United Kingdom,GB,Walsall,,13934,13934,,12777.10,12822.1
Milford Haven,51.7142,-5.0427,United Kingdom,GB,Pembrokeshire,,13907,13725,,4957.80,5005.9
Bickley,51.4003,0.0466,United Kingdom,GB,Bromley,,13904,13904,,10581.50,10616.3
North Hykeham,53.1819,-0.5849,United Kingdom,GB,Lincolnshire,,13884,13884,,8837.00,
Rustington,50.8102,-0.5052,United Kingdom,GB,West Sussex,,13883,13883,,8134.30,
Eastham,53.313,-2.962,United Kingdom,GB,Liverpool,,13882,13882,,14724.60,14774
Cosham,50.8424,-1.066,United Kingdom,GB,Portsmouth,,13830,13830,,10807.60,10868.1
Kidlington,51.823,-1.291,United Kingdom,GB,Oxfordshire,,13723,13723,,8227.10,
Knottingley,53.705,-1.249,United Kingdom,GB,Wakefield,,13710,13710,,12701.40,12758
Otley,53.905,-1.687,United Kingdom,GB,Leeds,,13668,13668,,13390.40,13451.2
Rottingdean,50.815,-0.065,United Kingdom,GB,Brighton and Hove,,13651,13651,,9779.70,9809.8
Allestree,52.9519,-1.4856,United Kingdom,GB,Derby,,13622,13622,,11683.90,11752.9
Middlewich,53.192,-2.443,United Kingdom,GB,Cheshire East,,13595,13595,,9307.20,9359.7
Bredbury,53.42,-2.113,United Kingdom,GB,Stockport,,13593,13593,,12162.30,12218
Bridport,50.7336,-2.7584,United Kingdom,GB,Dorset,,13569,13569,,6074.10,6113.1
Rossington,53.4759,-1.0613,United Kingdom,GB,Doncaster,,13557,13557,,13001.60,13061
Hilsea,50.83,-1.07,United Kingdom,GB,Portsmouth,,13552,13552,,10807.60,10868.1
Clifton,53.9721,-1.0979,United Kingdom,GB,York,,13548,13548,,9867.20,9901.8
Milngavie,55.9421,-4.3137,United Kingdom,GB,East Dunbartonshire,,13537,12940,,10674.00,10789.9
Shepshed,52.7711,-1.2951,United Kingdom,GB,Leicestershire,,13505,13505,,10530.00,
Ystrad Mynach,51.6419,-3.2405,United Kingdom,GB,Caerphilly,,13500,13500,,9757.30,9848.6
Little Hulton,53.53,-2.418,United Kingdom,GB,Salford,,13469,13469,,15022.60,15072.1
Alexandria,55.98,-4.58,United Kingdom,GB,West Dunbartonshire,,13444,6860,,11522.50,11739.9
Rosyth,56.0339,-3.4323,United Kingdom,GB,Fife,,13440,13440,,7498.70,7629.7
Chaddesden,52.9301,-1.4383,United Kingdom,GB,Derby,,13413,13413,,11683.90,11752.9
Heswall,53.328,-3.099,United Kingdom,GB,Wirral,,13401,13401,,11869.50,11906.8
Amblecote,52.46,-2.16,United Kingdom,GB,Dudley,,13393,13393,,12174.80,12235.3
Saint Budeaux,50.4033,-4.1856,United Kingdom,GB,Plymouth,,13369,13369,,8822.10,8876.2
Egg Buckland,50.4006,-4.1136,United Kingdom,GB,Plymouth,,13351,13351,,8822.10,8876.2
Bacup,53.704,-2.199,United Kingdom,GB,Lancashire,,13323,13323,,12990.00,
Ampthill,52.0263,-0.4906,United Kingdom,GB,Central Bedfordshire,,13307,13307,,9142.60,9178.3
Shirebrook,53.2048,-1.2197,United Kingdom,GB,Derbyshire,,13300,13300,,9964.20,
Carluke,55.7337,-3.8343,United Kingdom,GB,South Lanarkshire,,13300,13300,,11244.60,11364
Standish,53.586,-2.664,United Kingdom,GB,Wigan,,13278,13278,,14329.40,14383.8
West Boldon,54.9447,-1.4409,United Kingdom,GB,South Tyneside,,13271,13271,,14428.40,14511.1
Dingle,53.3774,-2.9613,United Kingdom,GB,Liverpool,,13246,13246,,14724.60,14774
Whitby,54.4858,-0.6206,United Kingdom,GB,North Yorkshire,,13213,13213,,8686.00,
Walsall Wood,52.6277,-1.9301,United Kingdom,GB,Walsall,,13207,13207,,12777.10,12822.1
Southwick,50.836,-0.239,United Kingdom,GB,West Sussex,,13195,13195,,8134.30,
Knutsford,53.3025,-2.3708,United Kingdom,GB,Cheshire East,,13191,13191,,9307.20,9359.7
Broughty Ferry,56.4672,-2.8699,United Kingdom,GB,Dundee City,,13155,13155,,11012.00,11144.3
Hamworthy,50.7207,-2.0109,United Kingdom,GB,Poole,,13141,13141,,,
Fraserburgh,57.693,-2.005,United Kingdom,GB,Aberdeenshire,,13100,13100,,4989.60,5108.5
Wollaston,52.4619,-2.1663,United Kingdom,GB,Dudley,,13092,13092,,12174.80,12235.3
Uttoxeter,52.898,-1.86,United Kingdom,GB,Staffordshire,,13089,13089,,10600.20,
Great Driffield,54.005,-0.438,United Kingdom,GB,East Riding of Yorkshire,,13080,13080,,9728.70,9788.4
Chard,50.8728,-2.9587,United Kingdom,GB,Somerset,,13074,13074,,6789.60,
Goodmayes,51.5584,0.1119,United Kingdom,GB,Redbridge,,13069,13069,,13698.30,13730.7
Pendlebury,53.5075,-2.3154,United Kingdom,GB,Salford,,13069,13069,,15022.60,15072.1
Sudbury,52.0417,0.7282,United Kingdom,GB,Suffolk,,13063,13063,,6266.70,
Milnrow,53.6101,-2.1111,United Kingdom,GB,Rochdale,,13061,13061,,14839.60,14879.3
Holborn,51.5172,-0.1182,United Kingdom,GB,Camden,,13023,13023,,8077.90,8113.7
